0.019	0.0215
0.03705	0.041925
0.0561975	0.0734047
0.0743876	0.10331
0.0936682	0.131137
0.111985	0.157572
0.131386	0.186221
0.149816	0.213438
0.169325	0.244166
0.187859	0.273358
0.207466	0.298651
0.226093	0.322678
0.245788	0.346855
0.264499	0.369822
0.284274	0.396909
0.30306	0.422642
0.322907	0.445579
0.341762	0.467369
0.361674	0.488881
0.38059	0.509318
0.400561	0.535123
0.419533	0.559638
0.439556	0.583032
0.458578	0.605256
0.478649	0.626589
0.497717	0.646855
0.517831	0.672646
0.536939	0.697147
0.557092	0.721322
0.576238	0.744289
0.596426	0.764734
0.615605	0.784158
0.635824	0.807812
0.655033	0.830283
0.675281	0.852496
0.694517	0.873598
0.714792	0.890386
0.734052	0.906335
0.754349	0.924976
0.773632	0.942685
0.79395	0.960771
0.813253	0.977953
0.83359	0.990292
0.852911	1.00201
0.873265	1.01583
0.892602	1.02896
0.912972	1.04429
0.932323	1.05885
0.952707	1.06952
0.972072	1.07965
0.992468	1.09191
1.01184	1.10356
1.03225	1.11944
1.05164	1.13452
1.07206	1.14687
1.09145	1.15861
1.11188	1.1718
1.13129	1.18433
1.15172	1.20186
1.17114	1.21853
1.19158	1.23272
1.211	1.2462
1.23145	1.25919
1.25088	1.27152
1.27133	1.28825
1.29077	1.30414
1.31123	1.31732
1.33067	1.32985
1.35113	1.3397
1.37058	1.34906
1.39105	1.36205
1.4105	1.37438
1.43097	1.38465
1.45042	1.3944
1.4709	1.40051
1.49036	1.40631
1.51084	1.41587
1.5303	1.42495
1.55078	1.43395
1.57024	1.4425
1.59073	1.44774
1.61019	1.45272
1.63068	1.46198
1.65015	1.47077
1.67064	1.48172
1.69011	1.49212
1.71061	1.49958
1.73008	1.50667
1.75057	1.51755
1.77004	1.52788
1.79054	1.54146
1.81001	1.55435
1.83051	1.56376
1.84999	1.5727
1.87049	1.5835
1.88996	1.59377
1.91047	1.60717
1.92994	1.6199
1.95044	1.6283
1.96992	1.63628
1.99043	1.64393
2.00991	1.6512
2.03041	1.66159
2.04989	1.67146
2.0704	1.67727
2.08988	1.68279
2.11038	1.68687
2.12986	1.69076
2.15037	1.69871
2.16985	1.70626
2.19036	1.7115
2.20984	1.71648
2.23035	1.71997
2.24983	1.72328
2.27034	1.73185
2.28982	1.74
2.31033	1.74786
2.32981	1.75533
2.35032	1.76102
2.36981	1.76642
2.39032	1.77707
2.4098	1.78719
2.43031	1.79803
2.4498	1.80834
2.47031	1.81554
2.48979	1.82237
2.5103	1.83295
2.52979	1.84299
2.5503	1.85388
2.56978	1.86422
2.59029	1.86992
2.60978	1.87534
2.63029	1.88269
2.64977	1.88968
2.67029	1.89802
2.68977	1.90595
2.71028	1.90895
2.72977	1.91179
2.75028	1.91575
2.76977	1.9195
2.79028	1.92624
2.80976	1.93264
2.83028	1.93532
2.84976	1.93786
2.87027	1.94143
2.88976	1.94482
2.91027	1.95301
2.92976	1.96079
2.95027	1.96632
2.96976	1.97157
2.99027	1.9772
3.00976	1.98254
3.03027	1.99324
3.04975	2.00341
3.07027	2.01187
3.08975	2.01991
3.11027	2.02647
3.12975	2.0327
3.15027	2.0434
3.16975	2.05356
3.19026	2.06196
3.20975	2.06994
3.23026	2.07438
3.24975	2.0786
3.27026	2.08617
3.28975	2.09337
3.31026	2.09948
3.32975	2.10529
3.35026	2.10675
3.36975	2.10813
3.39026	2.11266
3.40975	2.11697
3.43026	2.12216
3.44975	2.12709
3.47026	2.12824
3.48975	2.12934
3.51026	2.13385
3.52975	2.13815
3.55026	2.14551
3.56975	2.15251
3.59026	2.15643
3.60975	2.16015
3.63026	2.16668
3.64975	2.17289
3.67026	2.18316
3.68975	2.19291
3.71026	2.19939
3.72975	2.20555
3.75026	2.21253
3.76975	2.21915
3.79026	2.22954
3.80975	2.23942
3.83026	2.24545
3.84975	2.25118
3.87026	2.25549
3.88974	2.25958
3.91026	2.26712
3.92974	2.27428
3.95026	2.27805
3.96974	2.28164
